,participant,valence_diff,arousal_diff,mood_valence,mood_arousal,age,race,gender,key
291,223,0.6345514950166113,-1.1262458471760797,0.0,0.0,40,Caucasian (or White),Male,0
292,174,0.2624584717607976,-0.176079734219269,0.0,1.0,27,Caucasian (or White),Male,0
293,120,0.9169435215946846,-0.0265780730897007,-1.0,-1.0,35,Caucasian (or White),Female,1
294,204,2.1229235880398667,-1.0465116279069768,-2.0,1.0,46,Caucasian (or White),Male,0
295,189,-0.7707641196013286,-0.7508305647840534,0.0,0.0,59,Caucasian (or White),Male,0
296,99,0.617940199335548,-1.0963455149501664,2.0,2.0,56,Asian American (or Pacific Islander),Male,1
297,24,0.6976744186046513,-0.2425249169435215,0.0,0.0,27,African American (or Black),Female,1
298,83,0.8106312292358804,0.963455149501661,1.0,1.0,23,Caucasian (or White),Male,1
299,7,-0.7774086378737541,-0.2392026578073087,-1.0,1.0,63,Caucasian (or White),Female,0
300,174,0.946843853820598,0.4152823920265782,0.0,1.0,27,Caucasian (or White),Male,1
301,18,-0.4086378737541527,0.3953488372093026,0.0,0.0,44,Caucasian (or White),Female,1
302,251,-1.6677740863787376,-0.1395348837209304,1.0,0.0,56,Caucasian (or White),Female,0
303,245,-0.9534883720930232,1.6611295681063123,-1.0,0.0,53,African American (or Black),Male,0
304,254,0.0232558139534884,-0.1993355481727574,1.0,0.0,31,Caucasian (or White),Male,0
305,234,-1.6578073089700998,-0.2192691029900331,0.0,0.0,48,Caucasian (or White),Male,1
306,216,-1.169435215946844,0.2624584717607976,2.0,0.0,51,Caucasian (or White),Male,1
307,164,-0.5083056478405314,0.8073089700996676,-2.0,0.0,59,Caucasian (or White),Female,1
308,289,-1.3754152823920265,0.9169435215946846,0.0,0.0,47,African American (or Black),Female,0
309,143,0.9933554817275744,-1.1063122923588038,0.0,-1.0,60,Caucasian (or White),Male,0
310,236,-1.0930232558139537,0.7408637873754151,-2.0,2.0,68,Hispanic,Female,0
311,36,-1.1461794019933556,1.0697674418604652,2.0,0.0,49,Caucasian (or White),Female,1
312,125,0.0531561461794019,-0.4651162790697674,0.0,-1.0,32,Caucasian (or White),Male,1
313,39,-1.0697674418604652,-0.581395348837209,-2.0,0.0,57,African American (or Black),Female,0
314,288,0.2857142857142856,-0.1627906976744189,0.0,0.0,60,Caucasian (or White),Male,1
315,297,-0.0498338870431891,-0.2159468438538203,0.0,1.0,35,Asian American (or Pacific Islander),Female,1
316,79,-0.4086378737541527,-0.4019933554817272,1.0,2.0,29,Caucasian (or White),Male,0
317,78,1.1960132890365447,-0.2558139534883721,-2.0,-2.0,24,Caucasian (or White),Female,1
318,57,0.4086378737541527,0.4019933554817272,0.0,0.0,38,Caucasian (or White),Male,1
319,67,0.5581395348837206,-1.4119601328903657,-1.0,1.0,57,Caucasian (or White),Female,0
320,49,1.3654485049833889,-0.8538205980066444,2.0,2.0,46,Caucasian (or White),Female,0
321,208,-1.255813953488372,0.4883720930232558,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,0
322,37,0.8737541528239201,0.0,-1.0,0.0,39,Caucasian (or White),Female,1
323,260,1.0996677740863787,-0.388704318936877,1.0,1.0,38,Caucasian (or White),Female,0
324,127,0.913621262458472,-0.1229235880398671,-2.0,-2.0,65,Caucasian (or White),Female,1
325,68,0.6079734219269102,0.4784053156146177,-2.0,0.0,60,Caucasian (or White),Female,1
326,279,-0.7441860465116279,0.0996677740863787,1.0,-1.0,66,Caucasian (or White),Female,0
327,29,-1.1926910299003324,0.4518272425249172,0.0,-1.0,23,Caucasian (or White),Gender queer/Gender nonconforming,0
328,96,0.691029900332226,1.1727574750830567,-1.0,-1.0,71,Caucasian (or White),Female,0
329,281,-0.8372093023255816,-0.86046511627907,0.0,0.0,35,African American (or Black),Female,1
330,103,-0.3554817275747508,-0.2624584717607976,-1.0,-1.0,30,Caucasian (or White),Male,0
331,159,0.2093023255813952,-0.1960132890365451,-2.0,-2.0,48,Caucasian (or White),Male,1
332,53,0.6976744186046511,0.7109634551495017,1.0,0.0,60,Asian American (or Pacific Islander),Female,1
333,259,0.1926910299003323,-0.1727574750830567,2.0,0.0,41,African American (or Black),Female,1
334,169,-1.079734219269103,1.0232558139534884,1.0,1.0,49,African American (or Black),Male,1
335,83,-0.1926910299003323,0.1727574750830567,-1.0,-2.0,23,Caucasian (or White),Male,0
336,180,1.830564784053156,-0.4750830564784052,1.0,-1.0,59,Caucasian (or White),Female,0
337,245,1.5282392026578075,-0.1528239202657806,0.0,0.0,53,African American (or Black),Male,0
338,243,-1.1794019933554811,0.9169435215946846,2.0,1.0,63,Caucasian (or White),Female,0
339,196,0.0897009966777409,0.5780730897009967,0.0,0.0,27,Caucasian (or White),Female,1
340,59,-1.893687707641196,0.6677740863787376,0.0,1.0,30,Asian American (or Pacific Islander),Male,0
341,284,-0.5448504983388704,-0.1528239202657806,0.0,0.0,49,Caucasian (or White),Male,0
342,179,0.4750830564784052,0.2059800664451825,-2.0,-1.0,40,African American (or Black),Female,0
343,198,1.5016611295681064,-1.1362126245847175,1.0,1.0,31,Asian American (or Pacific Islander),Female,1
344,139,0.3122923588039867,-1.850498338870432,-2.0,0.0,71,Caucasian (or White),Male,0
345,200,-1.5880398671096343,-0.2259136212624586,0.0,-2.0,62,Caucasian (or White),Female,0
346,254,0.4983388704318936,-0.5780730897009967,0.0,0.0,31,Caucasian (or White),Male,1
347,282,0.0963455149501664,0.2990033222591362,0.0,1.0,40,African American (or Black),Male,0
348,96,1.6212624584717608,-0.8405315614617939,-1.0,-1.0,71,Caucasian (or White),Female,1
349,37,-1.611295681063123,0.2093023255813957,0.0,-1.0,39,Caucasian (or White),Female,1
350,233,-1.086378737541528,-0.9900332225913622,-1.0,0.0,65,Caucasian (or White),Male,0
351,249,1.2823920265780728,-0.691029900332226,-1.0,-1.0,52,African American (or Black),Male,0
352,61,-0.5249169435215948,0.6445182724252492,0.0,-1.0,59,Caucasian (or White),Male,1
353,22,0.0398671096345513,-1.53156146179402,1.0,1.0,25,African American (or Black),Male,1
354,47,-1.7209302325581393,0.0863787375415281,-1.0,0.0,54,Caucasian (or White),Female,0
355,45,0.1561461794019933,-0.3322259136212624,0.0,0.0,65,Caucasian (or White),Female,1
356,280,1.1960132890365447,-0.3853820598006643,0.0,-1.0,53,Caucasian (or White),Female,1
357,185,-0.3720930232558141,0.0299003322259134,0.0,0.0,41,Caucasian (or White),Male,1
358,254,-0.0199335548172756,0.2691029900332227,1.0,0.0,31,Caucasian (or White),Male,1
359,97,-0.9335548172757476,-0.272425249169435,-2.0,1.0,26,Caucasian (or White),Male,1
360,9,1.8106312292358804,-0.7308970099667778,1.0,1.0,37,Caucasian (or White),Female,0
361,82,0.7109634551495017,-1.1893687707641196,1.0,0.0,57,Asian American (or Pacific Islander),Male,0
362,72,-0.8272425249169433,0.4418604651162794,-2.0,-1.0,64,Caucasian (or White),Female,0
363,83,0.8837209302325579,-1.0265780730897012,0.0,-1.0,23,Caucasian (or White),Male,0
364,249,-1.3554817275747508,0.8372093023255816,-1.0,-1.0,52,African American (or Black),Male,1
365,249,1.1627906976744184,-0.1063122923588042,-2.0,-1.0,52,African American (or Black),Male,0
366,178,1.0332225913621262,1.26578073089701,-2.0,-1.0,24,Caucasian (or White),Male,1
367,290,0.0199335548172756,0.4983388704318936,-2.0,-1.0,31,Mixed race or ethnicity,Male,1
368,12,1.926910299003322,-0.2790697674418605,0.0,0.0,20,African American (or Black),Female,0
369,12,0.1727574750830565,-0.1794019933554818,-1.0,1.0,20,African American (or Black),Female,0
370,179,0.6578073089700998,-1.6677740863787376,-1.0,0.0,40,African American (or Black),Female,0
371,206,-1.7740863787375414,-0.2823920265780733,0.0,-1.0,51,Caucasian (or White),Male,0
372,264,1.0,0.3023255813953489,0.0,-1.0,40,Caucasian (or White),Female,1
373,263,-1.1229235880398667,0.2790697674418605,1.0,1.0,69,Caucasian (or White),Female,0
374,142,-1.1727574750830567,-0.3222591362126246,1.0,2.0,20,Hispanic American (or Latino),Female,0
375,161,0.8438538205980066,0.2192691029900331,2.0,0.0,36,African American (or Black),Male,0
376,20,-2.069767441860465,0.0830564784053153,-2.0,1.0,30,Caucasian (or White),Female,1
377,125,-0.3388704318936875,0.5049833887043191,0.0,0.0,32,Caucasian (or White),Male,0
378,138,-1.0697674418604652,-0.581395348837209,-1.0,0.0,65,Caucasian (or White),Female,1
379,74,1.116279069767442,-0.6378737541528241,0.0,-1.0,39,Caucasian (or White),Female,1
380,163,-0.6744186046511629,0.2857142857142856,-1.0,-1.0,47,Mixed race or ethnicity,Female,0
381,169,1.6212624584717608,-0.8405315614617939,0.0,0.0,49,African American (or Black),Male,0
382,140,1.0930232558139537,-1.4119601328903657,-1.0,-1.0,70,Caucasian (or White),Female,1
383,143,-1.617940199335548,0.7940199335548175,0.0,0.0,60,Caucasian (or White),Male,0
384,296,1.455149501661129,-1.0033222591362128,0.0,-2.0,27,African American (or Black),Male,0
385,188,0.6910299003322258,-0.2591362126245848,2.0,2.0,53,Caucasian (or White),Male,0
386,78,0.1063122923588042,0.7142857142857144,-2.0,-2.0,24,Caucasian (or White),Female,1
387,247,-0.5980066445182723,-0.4418604651162794,-2.0,2.0,26,Caucasian (or White),Female,1
388,188,1.4983388704318936,-0.6079734219269102,2.0,2.0,53,Caucasian (or White),Male,0
389,297,-1.617940199335548,0.7940199335548175,0.0,1.0,35,Asian American (or Pacific Islander),Female,1
390,285,0.388704318936877,-0.0963455149501664,1.0,1.0,39,Caucasian (or White),Female,1
391,246,0.3255813953488373,0.6578073089700998,2.0,2.0,47,African American (or Black),Male,1
392,83,-1.0996677740863787,0.176079734219269,-1.0,-1.0,23,Caucasian (or White),Male,0
393,250,0.6378737541528241,-0.1993355481727574,-2.0,1.0,24,African American (or Black),Male,0
394,61,1.2757475083056478,-1.4485049833887045,1.0,0.0,59,Caucasian (or White),Male,0
395,8,0.0199335548172756,-0.5083056478405319,-2.0,-1.0,28,Asian American (or Pacific Islander),Female,0
396,194,-2.029900332225914,0.3588039867109636,0.0,0.0,42,Caucasian (or White),Male,0
397,123,-0.9501661129568107,-0.0199335548172756,0.0,0.0,54,Caucasian (or White),Female,0
398,143,-0.8471760797342189,0.5382059800664454,0.0,0.0,60,Caucasian (or White),Male,1
399,213,0.970099667774086,-0.7342192691029901,1.0,1.0,26,Caucasian (or White),Male,0
400,108,0.7607973421926908,0.0531561461794019,-2.0,-1.0,30,Caucasian (or White),Female,0
401,69,-0.5548172757475083,1.421926910299003,1.0,1.0,19,Asian American (or Pacific Islander),Male,1
402,194,0.0897009966777409,0.0531561461794019,1.0,2.0,42,Caucasian (or White),Male,1
403,3,-1.5016611295681062,0.5548172757475083,2.0,0.0,24,Mixed race or ethnicity,Female,1
404,212,1.079734219269103,-0.4684385382059797,-2.0,-1.0,55,Asian American (or Pacific Islander),Male,1
405,168,-0.4950166112956808,0.0631229235880401,-1.0,-1.0,23,African American (or Black),Male,0
406,124,-0.8604651162790697,0.0963455149501659,0.0,1.0,36,Caucasian (or White),Male,0
407,294,-1.5282392026578075,0.1528239202657806,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,1
408,102,-1.6544850498338868,0.2657807308970099,2.0,2.0,36,Caucasian (or White),Male,1
409,148,0.0697674418604652,0.9202657807308968,-2.0,-2.0,59,Hispanic American (or Latino),Female,0
410,178,0.6345514950166113,-1.1262458471760797,-2.0,-1.0,24,Caucasian (or White),Male,0
411,217,1.3953488372093026,-0.7840531561461797,1.0,1.0,61,Caucasian (or White),Male,1
412,85,0.2392026578073092,1.7043189368770766,1.0,-1.0,38,Caucasian (or White),Male,1
413,122,0.7375415282392024,-0.8205980066445182,-1.0,-1.0,48,Caucasian (or White),Male,0
414,129,-0.9335548172757476,1.382059800664452,1.0,1.0,50,Caucasian (or White),Female,1
415,160,1.7707641196013288,-1.7142857142857144,0.0,0.0,56,Caucasian (or White),Male,0
416,211,-0.6777408637873754,1.730897009966777,0.0,0.0,26,Caucasian (or White),Female,1
417,0,0.2026578073089702,0.2458471760797342,0.0,-1.0,22,Caucasian (or White),Female,1
418,297,0.8205980066445182,0.4950166112956813,1.0,1.0,35,Asian American (or Pacific Islander),Female,0
419,116,-1.0299003322259137,-0.1727574750830567,1.0,0.0,46,Caucasian (or White),Female,0
420,190,-1.043189368770764,1.1362126245847175,1.0,0.0,64,Caucasian (or White),Female,0
421,179,-0.2691029900332227,-0.9833887043189368,-2.0,-2.0,40,African American (or Black),Female,0
422,181,1.2325581395348837,-1.4551495016611296,-1.0,-1.0,28,Caucasian (or White),Male,0
423,117,-0.3122923588039867,-0.3687707641196012,1.0,1.0,41,Asian American (or Pacific Islander),Female,0
424,109,-0.3122923588039867,1.850498338870432,1.0,1.0,49,Caucasian (or White),Male,1
425,157,-0.1860465116279068,-1.6212624584717608,-1.0,-1.0,68,Caucasian (or White),Female,0
426,229,-0.4086378737541527,0.3953488372093026,0.0,0.0,27,African American (or Black),Male,1
427,122,1.6179401993355482,-0.3421926910299002,-1.0,-1.0,48,Caucasian (or White),Male,0
428,116,0.6511627906976742,0.0332225913621262,1.0,0.0,46,Caucasian (or White),Female,1
429,232,0.2624584717607972,0.9269102990033224,-1.0,-2.0,68,Caucasian (or White),Male,0
430,62,1.6312292358803988,-0.2624584717607976,0.0,0.0,29,Caucasian (or White),Male,0
431,206,-0.212624584717608,-0.5315614617940203,0.0,0.0,51,Caucasian (or White),Male,0
432,247,1.617940199335548,-0.1129568106312293,-2.0,2.0,26,Caucasian (or White),Female,1
433,193,0.4318936877076409,-0.2657807308970099,0.0,1.0,31,Caucasian (or White),Gender queer/Gender nonconforming,0
434,112,-0.5249169435215948,0.1295681063122926,-1.0,-2.0,41,Asian American (or Pacific Islander),Male,0
435,51,-0.6877076411960132,-0.0166112956810629,-1.0,0.0,23,African American (or Black),Female,0
436,42,-1.0166112956810631,0.6112956810631229,1.0,0.0,61,Caucasian (or White),Female,0
437,21,-0.0332225913621262,-0.86046511627907,-1.0,-1.0,45,Caucasian (or White),Female,1
438,60,-0.6511627906976742,1.3355481727574752,0.0,0.0,27,Caucasian (or White),Female,1
439,112,0.4950166112956808,-0.0631229235880401,0.0,-1.0,41,Asian American (or Pacific Islander),Male,1
440,204,0.3255813953488373,0.6777408637873754,-2.0,0.0,46,Caucasian (or White),Male,1
441,97,1.5780730897009965,-1.1993355481727574,-2.0,1.0,26,Caucasian (or White),Male,0
442,116,-0.6843853820598009,0.5116279069767442,1.0,0.0,46,Caucasian (or White),Female,0
443,105,-0.2724252491694352,-0.8372093023255816,1.0,0.0,23,Caucasian (or White),Male,0
444,154,1.7707641196013288,-1.7142857142857144,2.0,2.0,47,Caucasian (or White),Male,1
445,181,0.2026578073089702,0.691029900332226,-1.0,-2.0,28,Caucasian (or White),Male,1
446,209,1.5481727574750828,0.0930232558139536,1.0,1.0,25,African American (or Black),Male,0
447,162,-1.6777408637873754,0.6245847176079735,-2.0,2.0,59,African American (or Black),Male,1
448,188,-0.1561461794019933,0.6445182724252492,1.0,2.0,53,Caucasian (or White),Male,1
449,192,0.0897009966777409,0.0531561461794019,-2.0,-2.0,45,Caucasian (or White),Male,0
450,281,1.089700996677741,-0.3720930232558141,-1.0,-1.0,35,African American (or Black),Female,1
451,246,-0.7242524916943522,1.1661129568106312,2.0,2.0,47,African American (or Black),Male,1
452,268,-0.5548172757475083,1.421926910299003,1.0,0.0,54,Caucasian (or White),Female,1
453,30,0.3953488372093021,1.2358803986710964,-2.0,1.0,36,Caucasian (or White),Male,1
454,113,-0.558139534883721,0.8106312292358802,0.0,-1.0,55,Prefer not to answer,Male,0
455,253,-0.0697674418604652,-0.0963455149501664,1.0,0.0,44,Asian American (or Pacific Islander),Male,0
456,213,0.1528239202657806,-0.8039867109634553,2.0,2.0,26,Caucasian (or White),Male,0
457,102,1.1129568106312289,-1.338870431893688,2.0,2.0,36,Caucasian (or White),Male,0
458,236,0.9435215946843852,-0.6212624584717608,-2.0,2.0,68,Hispanic,Female,1
459,232,-0.7641196013289038,0.0631229235880397,-2.0,0.0,68,Caucasian (or White),Male,1
460,229,0.5780730897009967,0.6677740863787376,0.0,0.0,27,African American (or Black),Male,1
461,252,0.9534883720930236,0.0398671096345513,0.0,0.0,59,Hispanic American (or Latino),Female,0
462,50,0.9700996677740864,-1.006644518272425,-1.0,-1.0,45,Caucasian (or White),Male,0
463,147,0.4318936877076411,0.5282392026578075,-2.0,-2.0,36,African American (or Black),Female,0
464,250,-1.308970099667774,1.6345514950166111,-1.0,-1.0,24,African American (or Black),Male,1
465,207,-2.0132890365448506,0.0398671096345517,0.0,1.0,66,Caucasian (or White),Male,0
466,9,0.043189368770764,-1.2425249169435215,1.0,1.0,37,Caucasian (or White),Female,0
467,38,0.2657807308970099,-0.4651162790697674,-2.0,-1.0,69,African American (or Black),Female,1
468,261,1.1129568106312293,-0.2425249169435215,0.0,0.0,40,Caucasian (or White),Female,0
469,40,-0.946843853820598,0.6710963455149499,0.0,-1.0,57,Caucasian (or White),Female,0
470,170,-0.388704318936877,0.8936877076411962,0.0,0.0,48,Caucasian (or White),Male,1
471,294,-1.647840531561462,-0.2657807308970099,-1.0,-2.0,28,Asian American (or Pacific Islander),Male,0
472,113,1.368770764119601,-0.388704318936877,-1.0,-1.0,55,Prefer not to answer,Male,1
473,143,-1.255813953488372,0.3720930232558141,0.0,-1.0,60,Caucasian (or White),Male,0
474,149,-1.8870431893687705,0.3421926910299002,1.0,1.0,49,African American (or Black),Male,0
475,20,-0.3754152823920269,0.0930232558139536,-2.0,2.0,30,Caucasian (or White),Female,0
476,72,1.0631229235880395,0.7641196013289036,-1.0,-1.0,64,Caucasian (or White),Female,1
477,186,-2.0764119601328903,0.6112956810631229,-1.0,0.0,33,African American (or Black),Male,1
478,22,-1.0963455149501664,0.1295681063122922,2.0,1.0,25,African American (or Black),Male,1
479,209,0.0033222591362125,0.4750830564784056,0.0,0.0,25,African American (or Black),Male,1
480,263,1.1727574750830565,0.0996677740863787,2.0,0.0,69,Caucasian (or White),Female,1
481,84,-0.5282392026578071,1.1395348837209305,0.0,-2.0,31,Mixed race or ethnicity,Female,0
482,147,-0.2923588039867111,0.2225913621262458,-2.0,-2.0,36,African American (or Black),Female,1
483,126,0.3654485049833886,-0.5880398671096345,-2.0,1.0,24,African American (or Black),Male,0
484,101,-1.787375415282392,-0.1395348837209304,0.0,0.0,27,Caucasian (or White),Female,0
485,82,1.0730897009966776,-1.5016611295681062,0.0,-1.0,57,Asian American (or Pacific Islander),Male,0
486,212,0.1096345514950165,-0.1661129568106312,-2.0,-1.0,55,Asian American (or Pacific Islander),Male,0
487,236,-0.4186046511627905,0.4950166112956808,-2.0,2.0,68,Hispanic,Female,0
488,4,0.926910299003322,-1.285714285714286,-2.0,0.0,29,Caucasian (or White),Female,1
489,133,-0.6112956810631229,1.116279069767442,-1.0,0.0,73,Caucasian (or White),Male,1
490,262,-0.1295681063122922,-1.4119601328903657,0.0,-1.0,19,Caucasian (or White),Male,0
491,173,1.26578073089701,1.152823920265781,-1.0,-1.0,67,Caucasian (or White),Male,1
492,86,0.3654485049833886,-1.4451827242524915,-1.0,-1.0,53,Caucasian (or White),Female,0
493,2,0.7840531561461797,0.315614617940199,1.0,-1.0,29,Caucasian (or White),Male,1
494,149,0.6279069767441858,0.3388704318936879,1.0,1.0,49,African American (or Black),Male,0
495,28,-0.7375415282392024,0.4916943521594685,1.0,1.0,44,Caucasian (or White),Female,1
496,210,-1.1993355481727574,-0.5282392026578075,1.0,1.0,19,Hispanic American (or Latino),Male,1
497,200,1.611295681063123,-1.0066445182724255,0.0,-2.0,62,Caucasian (or White),Female,0
498,29,-1.3355481727574752,0.4784053156146179,-1.0,-1.0,23,Caucasian (or White),Gender queer/Gender nonconforming,0
